preferencia,titulo,comuna,estacion_cercana,distancia_estacion,dormitorios,baños,estacionamientos,bodegas,superficie_total,superficie_util,currency_symbol,precio,gastos_comunes,search_gc,descripcion,direccion,url
0,Departamento En Arriendo De 3 Dorm. En Las Condes,Las Condes,Alcántara,318,3,3,2,,290,190,UF,2348884,400000,0,"excelente departamento ubicado en una de las calles mas lindas y con la mejor ubicacion del barrio el golf,,cercano a metros supermercados restaurantes y comercio en general,hall de entrada living y comedor de muy buen tamano bano de visita ademas de contar con dos terrazas con maravillosa vista al club de golf amplia cocina con comedor de diario logia con closets y pieza de servicio con su bano,la zona de dormitorios cuenta con sala de estar amplio dormitorio principal en suite con jacuzzi closet de muro a muro walk in closet y salida a terraza independiente otros dos dormitorios que comparten un bano completo afuera calefaccion por losa radiante,,se vende con 2 estacionamientos cubiertos y 2 bodegas,,el edificio del ano 2000 cuenta con seguridad 247 piscina areas verdes y estacionamiento de visitas,gastos comunes aproximados 400000,contribuciones 558702,,metraje aproximado proporcionado por el dueno","El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-983315044-departamento-en-arriendo-de-3-dorm-en-las-condes-_JM#position=45&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Dpto 2 D | 2 B | Est. + Bod | 90 Mt2,Las Condes,,,2,2,1,1,90,80,UF,965295,120000,0,"excelente dpto en las condes tranquilo sector el dpto cuenta con excelentes terminaciones terraza cerrada con termopanel cubierta de granito en la cocina calefaccion central y aire acondicionado en dormitorio principal ,caracteristicas ,2 dormitorios,2 banos ,terraza,logia ,cocina cerrada,living comerdor,estacionamiento ,bodega,para visitas o mas informacion al,569 40259785","San José De La Sierra 23, Las Condes, Chile, Quinchamalí, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-984422314-dpto-2-d-2-b-est-bod-90-mt2-_JM#position=42&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,El Golf,Las Condes,El Golf,471,4,4,3,1,375,345,UF,4022061,750000,0,amplio departamento con finas terminaciones en exclusivo sector hall de entrada sala y comedor separados conectado a una amplia terraza cocina con comedor de diarios luminosa sala de estar o escritorio 4 dormitorios dos en suite todo el departamento se encuentra con piso de madera el edificio cuenta con piscina 3 estacionamientos,"El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-976627177-el-golf-_JM#position=43&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Departamento En Arriendo En Las Condes,Las Condes,Alcántara,195,3,3,,,125,93,$,1550000,150000,0,"hermoso departamento amoblado muy buena ubicacion terminaciones edificio casi nuevo,3 dormitorios principal en suite 3 banos living comedor con salida a terraza cocina totalmente equipada y con comedor de diario logia cerrada,los gastos comunes incluyen la calefaccionel edificio cuenta con piscina quincho sala de cine y salon de reuniones estacionamientos de visita","Enrique Foster, Barrio El Golf, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-978013395-departamento-en-arriendo-en-las-condes-_JM#position=40&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Hernando De Magallanes/ Colon,Las Condes,Hernando de Magallanes,790,3,3,1,1,117,120,$,1600000,240000,0,"departamento amoblado en excelente sector de las condes,hall de entrada living comedor juntos con salida a terraza,cocina independiente loggia con cubierta de granito,3 dormitorios uno de ellos en suite 3 banos,excelente orientacion con vista a la cordillera piso 19 completamente amoblado ,calefaccion central,sur oriente,gc 250000,edificio completamente equipado con sala de reuniones sala de eventos gimnasio piscina y areas verdes con juegos para ninos,cercano a supermercados farmacias buena movilizacion,1 estacionamiento,1 bodega","Hernando De Magallanes/ Colon, Rotonda Atenas, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-921354213-hernando-de-magallanes-colon-_JM#position=39&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Departamento Av. Américo Vespucio Sur (1 Est. 1 Bod.) [78,Las Condes,Escuela Militar,567,2,2,1,1,"75,8","75,8",$,1105800,291000,0,"codigo de la propiedad 7874, , tipo depto 2d2b, , departamento en edificio 100 dedicado al arriendo con gastos comunes fijos administracion y mantencion profesional, , el edificio se encuentra cercano estacion de metro l1 escuela militar 40000 mts y metro l1 alcantara 85000 mts, , cuenta con los siguientes servicios comunes accesos controlados ascensor cerca a via principal conserjeria estacionamiento gimnasio lavanderia piscina propiedades nuevas quincho sala de eventos gourmet sala de juegos salon lounge terraza panoramica transporte urbano cercano , , gastos comunes 291000 , , estacionamiento si desde 64000 , bodega si desde 50000 5000 de descuento por los primeros 2 meses preguntar por los detalles de la promocion","Av. Américo Vespucio Sur 345, Metro Escuela Militar, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-981492884-departamento-av-americo-vespucio-sur-1-est-1-bod-78-_JM#position=37&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Departamento En Arriendo De 3 Dorm. En Las Condes,,,,3,3,2,,165,140,$,1600000,200000,0,"cariola kronoberg propiedades arrienda departamento amoblado de 140m2 mas terraza de 25m ubicado en el piso 15 con orientacion norte cuenta con 4 dormitorios principal en suite y 4 banos incluyendo dormitorio y bano de servicio amplia cocina sala de estar 1 estacionamiento opcional el 2 estacionamiento 1 bodega gastos comunes 200000app el edificio cuenta con sala de juego 3 piscinas 2 quinchos dos saunas sala de eventos mirador en la azotea gimnasio equipado,,disponible para visitas del 1 de marzo 2022 se entrega a par tir del 1 de abril 2022,,para mayor informacion durante la contingencia sanitaria contactar a ejecutiva beatriz ferrada 569 9227 3140 bferradackpgmailcom ,,visitenos en wwwcariolakronebergcl,,codigo interno 6196","Av Presidente Kennedy/gerónimo De Alderete, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-979397753-departamento-en-arriendo-de-3-dorm-en-las-condes-_JM#position=38&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Se Arrienda Espectacular Departamento En San Fco. De Asis,Las Condes,,,5,6,2,1,313,278,$,2600000,780000,0,"se arrienda a partir de mayo espectacular departamento de lujo en exclusivo condominio en charles hamilton con san francisco de asis con finas terminaciones disenado por el famoso arquitecto christian de groote,excelente ubicacion con conectividad a autopista costanera norte kennedy colegios malls supermercados entre otros,departamento con gran altura de piso a techo 260metros,salida directa a un amplio jardin con grandes arboles y una gran piscina,distribucion del departamento,primer piso, hall de entrada con piso de marmol traventino bano y closet de visita, gran living con ventanales y salida a la terraza, amplio comedor con salida a la terraza todo en un hermoso piso de madera, terraza de 35m2 techada con pavimentos ceramicos orientacion norte con bajada directa al jardin y piscina, cocina con iluminacion natural muy equipada loggia conectada a la cocina cuenta con una gran despensa, dormitorio y bano de servicio, 2 dormitorios grandes en suite todo en piso de madera, sala de estar con escalera para subir al segundo piso, amplio dormitorio principal con juegos de altura en el techo tiene un elegante bano con piso y muros de marmol con jacuzzi enorme walk in closet con puerta de seguridad,segundo piso, amplio dormitorio en suite,todo el departamento con ventanas termopanel,el departamento tiene 2 estacionamientos subterraneos,tiene una amplia bodega estacionamientos de visita","Charles Hamilton 12000 - 12300, Santiago, Las Condes, Chile, San Damián, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-965637835-se-arrienda-espectacular-departamento-en-san-fco-de-asis-_JM#position=46&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Departamento Av. Américo Vespucio Sur (1 Est. 1 Bod.) [78,Las Condes,Escuela Militar,567,2,2,1,1,"78,6","78,6",$,1110500,291000,0,"codigo de la propiedad 7874, , tipo depto 2d2b, , departamento en edificio 100 dedicado al arriendo con gastos comunes fijos administracion y mantencion profesional, , el edificio se encuentra cercano estacion de metro l1 escuela militar 40000 mts y metro l1 alcantara 85000 mts, , cuenta con los siguientes servicios comunes accesos controlados ascensor cerca a via principal conserjeria estacionamiento gimnasio lavanderia piscina propiedades nuevas quincho sala de eventos gourmet sala de juegos salon lounge terraza panoramica transporte urbano cercano , , gastos comunes 291000 , , estacionamiento si desde 64000 , bodega si desde 50000 5000 de descuento por los primeros 1 meses preguntar por los detalles de la promocion","Av. Américo Vespucio Sur 345, Metro Escuela Militar, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-981492890-departamento-av-americo-vespucio-sur-1-est-1-bod-78-_JM#position=35&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Departamento Av. Américo Vespucio Sur (1 Est. 1 Bod.) [78,Las Condes,Escuela Militar,567,1,1,1,1,"51,75","51,75",$,799800,202500,0,"codigo de la propiedad 7871, , tipo depto 1d1b, , departamento en edificio 100 dedicado al arriendo con gastos comunes fijos administracion y mantencion profesional, , el edificio se encuentra cercano estacion de metro l1 escuela militar 40000 mts y metro l1 alcantara 85000 mts, , cuenta con los siguientes servicios comunes accesos controlados ascensor cerca a via principal conserjeria estacionamiento gimnasio lavanderia piscina propiedades nuevas quincho sala de eventos gourmet sala de juegos salon lounge terraza panoramica transporte urbano cercano , , gastos comunes 202500 , , estacionamiento si desde 64000 , bodega si desde 50000 5000 de descuento por los primeros 1 meses preguntar por los detalles de la promocion","Av. Américo Vespucio Sur 345, Metro Escuela Militar, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-981447575-departamento-av-americo-vespucio-sur-1-est-1-bod-78-_JM#position=33&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Amoblado De Lujo Dep. 1 Dorm. Metro El Golf,Las Condes,El Golf,470,1,1,1,,50,40,$,900000,98000,0,"departamento amoblado de lujo,valor minimo en 900000 clp equivalente en uf no negociable,solo contratos a largo plazo,comision de corretaje de propiedades 50 de un canon de arriendo,disponible 1ro de mayo,valor transformable a uf al contratar,contastar por whatsapp teresa taule 569 79942399","Callao 3300 - 3600, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-984110954-amoblado-de-lujo-dep-1-dorm-metro-el-golf-_JM#position=31&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Departamento En Arriendo De 2 Dorm. En Las Condes,Las Condes,,,2,3,1,,165,120,$,1450000,200000,0,"hermoso duplex amoblado excelente ubicacion cercano a colegios supermercadosuniversidades etc y a pasos de conectividad,,dormitorios principal en suitesala de estar living comedor con salida a jardin propio,estacionamiento y bodega gastos comunes incluyen calefaccion,,el edificio cuenta conpiscina gimnasiosala de eventos sala de reunionesquincho","Las Flores, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-978056942-departamento-en-arriendo-de-2-dorm-en-las-condes-_JM#position=32&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Departamento Av. Américo Vespucio Sur (1 Est. 1 Bod.) [78,Las Condes,Escuela Militar,567,2,2,1,1,"75,8","75,8",$,1133400,291000,0,"codigo de la propiedad 7874, , tipo depto 2d2b, , departamento en edificio 100 dedicado al arriendo con gastos comunes fijos administracion y mantencion profesional, , el edificio se encuentra cercano estacion de metro l1 escuela militar 40000 mts y metro l1 alcantara 85000 mts, , cuenta con los siguientes servicios comunes accesos controlados ascensor cerca a via principal conserjeria estacionamiento gimnasio lavanderia piscina propiedades nuevas quincho sala de eventos gourmet sala de juegos salon lounge terraza panoramica transporte urbano cercano , , gastos comunes 291000 , , estacionamiento si desde 64000 , bodega si desde 50000 5000 de descuento por los primeros 2 meses preguntar por los detalles de la promocion","Av. Américo Vespucio Sur 345, Metro Escuela Militar, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-981479916-departamento-av-americo-vespucio-sur-1-est-1-bod-78-_JM#position=36&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Departamento Av. Américo Vespucio Sur (1 Est. 1 Bod.) [78,Las Condes,Escuela Militar,567,2,2,1,1,"78,6","78,6",$,1148800,291000,0,"codigo de la propiedad 7874, , tipo depto 2d2b, , departamento en edificio 100 dedicado al arriendo con gastos comunes fijos administracion y mantencion profesional, , el edificio se encuentra cercano estacion de metro l1 escuela militar 40000 mts y metro l1 alcantara 85000 mts, , cuenta con los siguientes servicios comunes accesos controlados ascensor cerca a via principal conserjeria estacionamiento gimnasio lavanderia piscina propiedades nuevas quincho sala de eventos gourmet sala de juegos salon lounge terraza panoramica transporte urbano cercano , , gastos comunes 291000 , , estacionamiento si desde 64000 , bodega si desde 50000 5000 de descuento por los primeros 1 meses preguntar por los detalles de la promocion","Av. Américo Vespucio Sur 345, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-981447588-departamento-av-americo-vespucio-sur-1-est-1-bod-78-_JM#position=28&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Sector Metro Alcántara,Las Condes,Alcántara,484,3,3,,,265,265,UF,2574119,,0,estupendo departamento orientacion 360 en calle tranquila del barrio el golf cercano a colegios y comercio distribucion hall de entrada living comedor separados 3 dormitorios mas servicio mas sala de estar o escritorio cocina recien remodelada comodo amplio y luminosos espacios calefaccion central 3 estacionamientos y 1 bodega grande edificio de 18 pisos cuenta con estacionamientos de visitas,"Sector Metro Alcántara, Barrio El Golf, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-965876226-sector-metro-alcantara-_JM#position=26&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,El Golf,Las Condes,Alcántara,370,1,1,1,1,60,60,UF,1061824,150,0,"departamento con recibos juntos 1 dormitorio en suite bano visita calefaccion losa radiante livingcomedor y dormitorios con piso parquet luminarias cortinas refrigerador y lavadora edificio con bodega y estacionamiento,atencion personalizada","El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-965427353-el-golf-_JM#position=24&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Departamento Av. Américo Vespucio Sur (1 Est. 1 Bod.) [78,Las Condes,Escuela Militar,567,2,2,1,1,"78,6","78,6",$,1122300,291000,0,"codigo de la propiedad 7874, , tipo depto 2d2b, , departamento en edificio 100 dedicado al arriendo con gastos comunes fijos administracion y mantencion profesional, , el edificio se encuentra cercano estacion de metro l1 escuela militar 40000 mts y metro l1 alcantara 85000 mts, , cuenta con los siguientes servicios comunes accesos controlados ascensor cerca a via principal conserjeria estacionamiento gimnasio lavanderia piscina propiedades nuevas quincho sala de eventos gourmet sala de juegos salon lounge terraza panoramica transporte urbano cercano , , gastos comunes 291000 , , estacionamiento si desde 64000 , bodega si desde 50000 5000 de descuento por los primeros 1 meses preguntar por los detalles de la promocion","Av. Américo Vespucio Sur 345, Metro Escuela Militar, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-981460482-departamento-av-americo-vespucio-sur-1-est-1-bod-78-_JM#position=21&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Disponibilidad Inmediata Arriendo En Las Condes,Las Condes,Tobalaba,743,3,3,1,1,167,140,UF,1962766,250000,0,"amoblado hermoso departamento de 167 mt2 con disponibilidad a partir del mes de mayo con opcion de amoblado o sin amoblar en pleno barrio el golf ,el departamento cuenta con tres dormitorios y tres banos adicional al dormitorio y bano de servicio terraza con vista a santiago calefaccion central ventanas termo panel un estacionamiento y una bodega piso cocina porcelanato piso banos ceramica piso hall living comedor y pasillo madera piso dormitorios alfombra calefaccion losa radiante caracteristicas propiedad alarma comedor de diario hall loggia terraza con malla cortinas y lamparas instalada la cocina incluye todos los electrodomesticos ,el edificio cuenta con gimnasio piscina y sala de eventos caracteristicas comunidad accesos controlados areas verdes citofono estacionamiento de visitas gimnasio piscina porton electrico sala de eventos gastos comunes 250000 ,id 2825 ,para mayor informacion y agendar visita coordinar con alejandra garcia,agente de bienes raices ,coldwell banker chile, 56971552820 56974104694 56233241880","Benjamin 2700 - 3000, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-982173372-disponibilidad-inmediata-arriendo-en-las-condes-_JM#position=23&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Departamento Av. Américo Vespucio Sur (1 Est. 1 Bod.) [78,Las Condes,Escuela Militar,567,2,2,1,1,"75,8","75,8",$,1092000,291000,0,"codigo de la propiedad 7874, , tipo depto 2d2b, , departamento en edificio 100 dedicado al arriendo con gastos comunes fijos administracion y mantencion profesional, , el edificio se encuentra cercano estacion de metro l1 escuela militar 40000 mts y metro l1 alcantara 85000 mts, , cuenta con los siguientes servicios comunes accesos controlados ascensor cerca a via principal conserjeria estacionamiento gimnasio lavanderia piscina propiedades nuevas quincho sala de eventos gourmet sala de juegos salon lounge terraza panoramica transporte urbano cercano , , gastos comunes 291000 , , estacionamiento si desde 64000 , bodega si desde 50000 5000 de descuento por los primeros 2 meses preguntar por los detalles de la promocion","Av. Américo Vespucio Sur 345, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-981492883-departamento-av-americo-vespucio-sur-1-est-1-bod-78-_JM#position=22&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,"Precioso Departamento Amoblado, Con Patio",Las Condes,Manquehue,485,3,2,3,,240,140,$,2000000,180000,0,"departamento en arriendo amoblado en inmejorable ubicacion entre metros manquehue y escuela militar a pasos de comercios bancos oficinas con excelentes accesos,departamento en primer piso con patio,cuenta con 3 dormitorios 2 banos dormitorio y bano de servicio,logia,cocina semi integrada gran livingcomedor,patio de 140 m2 con preciosa terraza cuidada y con implementes de gimnasio,cuenta con espacio para 3 autos estacionados en superficie,edificio cuenta con conserjeria 247,gastos comunes aproximados 180000","Av. Apoquindo 5157, Las Condes, Chile, Metro Escuela Militar, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-979759655-precioso-departamento-amoblado-con-patio-_JM#position=27&search_layout=stack&type=item&tracking_id=9ae7c060-138b-400d-83f4-59f1e047694d
0,Departamento En Arriendo De 3 Dorm. En Las Condes,Las Condes,Alcántara,439,3,3,2,1,300,200,UF,2574119,350000,0,departamento muy luminoso solo uno por piso nor oriente recien pintado y pisos de madera en recibos vitrificados amplias terrazas vista al club de golf tres dormitorios principal en suite dos banos completos y otro de visitas sala de estar cocina con espacio para comedor de diario servicios dos estacionamientos y bodega piscina,"Las Torcazas / Vista Club De Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-984570735-departamento-en-arriendo-de-3-dorm-en-las-condes-_JM#position=48&search_layout=stack&type=item&tracking_id=f33d19cb-37b4-40d4-bca4-d8afee8c76d7
0,Alsacia / El Golf (amoblado),Las Condes,Alcántara,370,1,1,1,1,40,36,$,1000000,110000,0,"excelente departamento amoblado en barrio el golf alsacia sector muy seguro tranquilo y residencial cercano a parques restaurantes y variados servicios del sector ademas cuenta con excelentes accesos a vias principales,1 dormitorio en suite,1 bano ,living comedor ,cocina integrada,logia,recibidor,1 estacionamiento,1 bodega,gasto comun 110000","Alsacia 1 - 300, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-983020834-alsacia-el-golf-amoblado-_JM#position=50&search_layout=stack&type=item&tracking_id=f33d19cb-37b4-40d4-bca4-d8afee8c76d7
0,El Golf,Las Condes,Alcántara,514,3,2,1,1,152,140,UF,1962766,,0,"qyd housing 569 74761101 562 22241761 infoqydcl,excelente departamento amoblado muy luminoso completamente equipado en el mejor sector de el golf 3 dormitorios uno en suite servicio loggia calefaccion losa radiante livingcomedor con piso madera dormitorios piso flotante cortinas estacionamientos y bodega,edificio con bodega,atencion personalizada,caracteristicas adicionales bano de visitas bodega","El Golf, Barrio El Golf, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-976950211-el-golf-_JM#position=49&search_layout=stack&type=item&tracking_id=f33d19cb-37b4-40d4-bca4-d8afee8c76d7
0,Departamento En Arriendo En Las Condes,Las Condes,Hernando de Magallanes,1974,4,4,2,,230,230,U$S,2998030,300000,0,"lujoso departamento duplex amoblado 230 mts hall de acceso cuatro dormitorios cuatro banos living y comedor separados areas verdes gimnasio piscina circuito de camaras de seguridad dos estacionamientos y bodega,,arrienda alejandro jaime propiedades contactar al 2 2730 4000","Hermanos Cabot / Tranqueras, Alto Las Condes, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-967979218-departamento-en-arriendo-en-las-condes-_JM#position=43&search_layout=stack&type=item&tracking_id=f33d19cb-37b4-40d4-bca4-d8afee8c76d7
0,"Departamento Noruega, 4 Dormitorios, Vista Panorámica",Las Condes,,,4,2,2,1,150,140,$,1600000,360000,0,"arriendo,noruega,las condes,gran departamento en piso 17 con vista panoramica a cuadras del metro manquehue excelente conectividad,hall de distribucion amplio living comedor con salida a terraza cocina con comedor de diario y logia bano de visitas,dos dormitorios comparten bano ambos con salida a terraza cerrada ,dormitorio principal en suite con walking closet muy espacioso,cuarto dormitorio o sala de estar de excelentes dimensiones,solo dos departamentos por piso el edificio cuenta con areas verdes piscina salon multiuso y gimnasio,el departamento se puede arrendar amoblado o sin mueble,valor 1600000,mts totales 150 m aprox,mts utiles 140 m,dormitorios 4,banos 2 visita,gastos comunes 360000 incluyen calefaccion,contacto carolina lagos 569 9430 7208 instagram propiedadescarolinalagos","Noruega 6600 - 6900, Santiago, Las Condes, Chile, Metro Manquehue - Apumanque, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-973298166-departamento-noruega-4-dormitorios-vista-panoramica-_JM#position=46&search_layout=stack&type=item&tracking_id=f33d19cb-37b4-40d4-bca4-d8afee8c76d7
0,Departamento Amoblado Las Condes,Las Condes,Hernando de Magallanes,861,2,2,1,1,60,55,UF,1029648,100000,0,"arriendo departamento amoblado,departamento con orientacion norte vista despejada,dos 02 dormitorios en suite uno habilitado con juego de dormitorio de 2 plazas y aire acondicionado portatil lampara de mesa amplio walking closet bano con extractor de aire y shower door,la segunda habitacion habilitada para oficina con escritorio silla sofa de estar 2 muebles adicionales para guardar documentos 2 amplios closet bano con extractor de aire banera y tiene conexion a lavadora no hay lavadora,cocina abierta con todos los implementos refrigerador microondas horno electrico encimera electrica campana retractil quedan para su uso ollas vasos platos sartenes servicios y otros detalles que se pueden indicar en la visita,de acuerdo a las fotos se compone de mesa de comedor para 4 personas un sofa en el living lampara de piso televisor y mueble,todo el departamento tiene cortinas roller y roller black out lamparas y utensilios para limpieza,piso 8 y cuenta con estacionamiento 1 puesto sin bodega,gastos comunes aprox de 100000 mensuales ,no cuenta con servicio de internet y el arriendo no incluye gastos por consumo de servicios luz y agua no se ofrece ropa de cama almohadas toallas,ch","Los Trigales 7200 - 7500, Las Condes, Chile, Metro Hernando de Magallanes, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-975079737-departamento-amoblado-las-condes-_JM#position=47&search_layout=stack&type=item&tracking_id=f33d19cb-37b4-40d4-bca4-d8afee8c76d7
0,Amoblado- Moderno- Exclusivo Edificio-el Golf- Expats,Las Condes,Alcántara,195,2,2,1,1,90,80,$,1360000,200000,0,"para visitas coordinar por whatsapp o correo electronico con corredora myriam aguilera,comision de corretaje 50 por ciento del valor del arriendo,disponible desde el 1 de mayo,contrato de un ano minimo valor en uf 43,lindo depto amoblado y equipado,amplia terraza con linda vista despejada orientacion sur,living comedor cocina y loggia,2 dormitorios principal suite y walkin closet,2 banos,1 bodega 1 estacionamiento,exclusivo edificio calle muy tranquila a pasos del metro alcantara y sector el golf","Callao 3600 - 3900, Las Condes, Chile, Barrio El Golf, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-971685022-amoblado-moderno-exclusivo-edificio-el-golf-expats-_JM#position=40&search_layout=stack&type=item&tracking_id=f33d19cb-37b4-40d4-bca4-d8afee8c76d7
0,El Golf / Full Amoblado,Las Condes,El Golf,59,1,1,1,,45,40,$,1000000,120000,0,"visitas administracionihousecl 56 9 39259156,excelente depto full amoblado en pleno barrio el golf de las condes muy cercano a metro alcantara y el golf comercio y centro financiero de las condes el depto consta de un dormitorio y un bano living con cocina integrada y terraza full amoblado incluye estacionamiento","El Golf / Full Amoblado, Barrio El Golf, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-985313718-el-golf-full-amoblado-_JM#position=35&search_layout=stack&type=item&tracking_id=f33d19cb-37b4-40d4-bca4-d8afee8c76d7
0,Departamento En Arriendo En Las Condes,Las Condes,Alcántara,303,4,3,,,160,135,$,2200000,250000,0,"lindo departamento amoblado muy luminoso y amplio excelente ubicacion,4 dormitorios principal en suite 3 banosliving comedor con salida a amplia terrazahermosa cocina totalmente equipada con comedor de diario logia cerrada,estacionamientos y bodega,el edificio cuenta con piscinagimnasiosala de ciney reuniones hermosa vista despejada a la cordilleralos gastos comunes incluyen la calefaccion","Alcantara, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-978019919-departamento-en-arriendo-en-las-condes-_JM#position=37&search_layout=stack&type=item&tracking_id=f33d19cb-37b4-40d4-bca4-d8afee8c76d7
0,"Barrio El Golf, Presidente Riesco",Las Condes,Alcántara,530,4,4,2,1,370,350,UF,3861179,600000,0,"amplio y luminoso departamento frente a club de golf 370 metros totales ,hall de entrada living comedor separado con salida a terraza ,4 dormitorios 4 banos ,cocina independiente y loggia ,2 estacionamiento 1 bodega,disponible 15052022","Barrio El Golf, Presidente Riesco, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-977911568-barrio-el-golf-presidente-riesco-_JM#position=34&search_layout=stack&type=item&tracking_id=f33d19cb-37b4-40d4-bca4-d8afee8c76d7
0,"Estupendo Depto, Mejor Sector De Las Condes, Cerca 3 Metros",Las Condes,Cristóbal Colón,993,1,1,1,1,45,42,$,650000,68000,0,estupendo depto mejor sector de las condes cerca de 3 lineas metro a pasos farmacias yumbo bilbao plazas juegos infantiles orientacion norte consta de living con cocina americana equipada dormitorio en suite estacionamiento y bodega edificio con estacionamiento visitas conserjeria calle tranquila unico edificio disponible a partir del 30 de abril,"Madrigal 1111, Las Condes, Chile, Vaticano, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-969355996-estupendo-depto-mejor-sector-de-las-condes-cerca-3-metros-_JM#position=31&search_layout=stack&type=item&tracking_id=f33d19cb-37b4-40d4-bca4-d8afee8c76d7
0,Increíble Departamento En Gran Ubicación / 2d+3b+sal,Las Condes,Alcántara,492,2,3,2,,160,140,UF,1641001,350000,0,"increible departamento en gran ubicacion ,,en pleno barrio el golf frente al club de golf,,el departamento cuenta con,,ascensor directo a la puerta del departamento,hall de entrada que conecta living cocina y dormitorios,luminoso living comedor con salida a terraza,2 dormitorios en suite el principal con walk in closet,bano de visitas,salita de estar que puede ser tercer dormitorio o escritorio,cocina con encimera y cubiertas de granito comedor de diario y logia separada,dormitorio de servicio en suite,,edifico cuenta con conserjeria 24 hrs estacionamiento de visita y salon de eventos,,el arriendo incluye dos estacionamientos y una bodega","Presidente Riesco, Las Condes, RM (Metropolitana)",https://www.portalinmobiliario.com/MLC-982656446-increible-departamento-en-gran-ubicacion-2d433b43sal-_JM#position=30&search_layout=stack&type=item&tracking_id=f33d19cb-37b4-40d4-bca4-d8afee8c76d7
